"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Comoros","COM","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12623945462088","3.13609281921229","0.452268288573748","27.2437848478534","0.171855663540525","3.03192271173608","0.584333473238073","",
"Cabo Verde","CPV","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.60173905677396","0","","0.00295369278971465","","","","9.64098963151736E-05","","0.366520974901899","",
"Costa Rica","CRI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4447174534063","39.5732951181092","44.2601276330673","40.1472566566382","40.9970118280176","39.7896506108965","43.4413881936672","36.5060996771228","16.9840032752438","18.4422127083601","18.4952050311885","18.4668699682194","17.5649067903386","15.6819528190192","",
"Caribbean small states","CSS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.447552326802","4.02710625831557","1.10552402577794","1.47477841306421","1.86983829572324","0.412441640063769","2.57857550684405","5.47344509699537","4.55475756913906","4.31428043575552","","",
"Cuba","CUB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2956568473659","32.0172382552121","32.5294253123802","38.2015190147448","30.3585430090043","16.591497976322","13.0763454409104","14.5282631930246","12.7108234005725","13.328513056052","13.3499617455891","19.8738418913923","19.8742163191089","12.2448277312995","",
"Czech Republic","CZE","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2363183287953","15.7729648061277","17.4271711311538","17.8641042573949","18.704928204413","18.5808403281215","17.3270057126209","17.3650459246642","17.7287687606026","16.8681413407635","17.8249622260922","19.5514161078745","20.7070737515031","22.5793248600695","",
"Germany","DEU","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.455536543394","15.0704600196933","16.789818590398","16.884862185053","16.3375426243633","17.2215384293771","17.2943282406257","17.206016070037","17.8212320828809","18.0793256156361","15.8079121386755","15.7444628923843","16.3846505924371","15.4996315647134","",
